Wallet,Fate_Rewards
0x0027be93454f18e04e26ee19c22b9dad5b2f58e5,102627.413254970340047508
0x01827a0283b2133d17e280fbdad0bada36255b95,415410.656300237134975416
0x01dc7dd1f008008e928a51f221bbdb3825f9491b,265188.365084908695016054
0x02fa5eb5067c0d4a74e83f395af7ab6db7999208,306232.6031569095874299
0x04b70e9ef8b53b13455f42186c428e9fb0853ba1,303145.256156958784821574
0x052fbc4e44764f6af0b4088b21b51b21dee62b87,2006.281120587324113634
0x058476edacb23e9507cff379e7dd8cf4dee4d2db,64634.708676715344344982
0x0655d9a7c0b6e83dab59b04409971781dfe6b691,81984.166145492185953653
0x09413652adca795c37c906fe4fd090d4a8dddbe6,55180.683109801740345413
0x0a127c3976b5dfbe8fbbb24c236318fd248486cb,960176.236755293347675409
0x0b3804716a80539306cf5f9b4d1442f8f8b8ab92,5460.766401364041603969
0x0c2f25ef33baf2a7fe896cff0fec6f8256ee65c7,12771.42905463202848876
0x0c4fcee37b1cbcca6b794ae3322735d6f41b74ad,2239.441146769261102825
0x0d05d736db2b9923cdf3fe967ea8b4e17da94c5e,234.214623034690152229
0x0dccb9984b8531049706ce5a6d837df3ad35ff4a,99665.751272592628638582
0x10ac1802f11616f141bf1459a9564c0307acedf2,2.817704316276303103
0x146217e07978475d9863f014c6e2d537e06dfa9d,1297.518028857611891305
0x15f34324ff4ec68ae359d03c4d43d52dbd0dbb31,1120039.447074435869598594
0x1849fc71313329c173c7547871e69faed0077fca,37139.660228670727777888
0x1ce5379698a1bcb5df225126f3599330db5255f9,434.501948143049138892
0x21ef9e80e000122d120357eb430190e541ef60d4,19959.82643229229615332
0x22668bc75dec80ce8ca07d1dd58eb796a3a5f72d,13544.381285855313585024
0x25d53e1fe43e686cc669fb4e992891e63588434c,65595.729436981037766585
0x26183c45a99bdbaa102cc55e359a72d5b17c9dcd,329984.617340137559705788
0x27bd3c8945eadcae11c662aa939bd72fa757c958,23778.019057428152446001
0x29fed47572890b4561cc02ae3949e4f673a6f160,20938.271879105818231239
0x2bee316f0c5fd28c81a269e55e54f0fa5457b9ee,2946.758990073826500868
0x2d63b60b2512dff3e3681539cc56eb99e5c96d43,424.685078286110098387
0x30194f526c6b08f8e33af1753b04322b0450c6c0,2436.342344577810826628
0x31881a03519c0fc57f4ba6766ca2bffe1f584ee3,1357852.066103801423217432
0x3336ded7a8d07e2622e27ca2364c427af4ff3911,73.652164552825451128
0x3353554095389a03c35915e51fdcdddd68caf28c,342.132428311424003059
0x33ebe25f22e93b4f0bf8d92f495fa45f41e210a4,140825.752248714535807874
0x37acc7eca484b68db007e08be9029e9a4792e90a,1260.55228344690277359
0x3ba1140ad8269d25ad7777820abc84be2e4e8dd4,218.402799774640323649
0x3ec4938ab96f8cc28ea32e645ac82f86e77d265d,24679.234257488842070317
0x3fa28980fc0b62cda392863ddf916d1c342a40ae,125437.831497450618207388
0x4525441f608e57f351efa148525031e14dde27d6,2371.161944806171158622
0x4865ce35c0e0a3ba725be849deba86ec02cd3cca,8721.323595966263215191
0x49846f40c9d6dc8062fbd0919e52c975e815156d,59825.208296973062367201
0x49bb9fd16af3b39ae3c08d75fd690bdae7e4f5ef,1443805.310180790514660751
0x4d4672eb04b176c22574b65a83278b8dc6708ed7,96129.276065528384153219
0x4e8bf2757ad44227fa01b0ee9d11df864b171f57,10669.928678455385462073
0x4ec1cae08c06494ee0130d4d538c1735252d4130,1695594.015370276780554825
0x54b8962b6f5028a57bc11cb68cad87aa8651c548,2168.561629512366103947
0x585869bdd43497df24a8cec2e1d4e115869fe2a3,168326.851083895512018638
0x5896bed3959d4508fee5cdaed6da41e8016d1ebe,46.713399972218204858
0x59734040d997a97cf329f28d7f289286ab444b27,202640.994634762037863909
0x5c976f29f024a506e623db5bd9c26b6a0c9f2619,82.217354605243615495
0x5da9ba5435f2f3bd8d25abce434caa370cfff2c0,2021.553033680602788002
0x5db0c41cac8a92ccdae933e7dc7b6266415fa17c,23674.102853372662701367
0x5edd60b9c610050c66bac1a2d0572bddf61d7198,6368.758821623785792804
0x60f7244c704184ed3743dffc694c0d922bcc2093,613.039679855001392059
0x636f69a3279d93c95d13093680fc02b9a2fcf774,20914.357424505695602244
0x638f3811e402f5ce2f15b19a3f5cd4fbb65d0932,4388.832875635851593477
0x64c73ba421277f362882387472e1e884d8999056,27171.499784290540562069
0x693bfeeff05a9e7f38476cfcce473ae436e0e851,485591.576220713587990319
0x695e12e59c9c3993c7eb8a48710421b12f364135,143756.410748318048429103
0x6a099ded0eaf0b22dde687d83cb19af0c6eea084,338736.208727992411702699
0x707acec1f566eb3bf16fb0468e6e2e9a881813a3,21656.605230871473838765
0x71a9418220bea6e96f19713975527cc27cc1375d,11503.591957316842821269
0x7719bff1fe196b803a16ffb4dc250cb0fe20a313,50104.70717580914089701
0x79d860858361577a4f2a33d83aac2299b6d77025,39024.173671335975656298
0x7a0373a8789562dd3923d3c212e249e5e88723cf,10075.645789671355440991
0x7a120d3150530a1cb538711ef04623aa8d90ff4e,2209.077695998924432633
0x7ab1186d0fa3b780851a92e791728f5bc0644b7f,440909.852542848906743863
0x7e7257ed884c00385e6caf99e25e9486ec4eaa71,304.488661345913237523
0x7f042f15b9bdd192c4ab3614f4fa0f3886adb1a9,234608.68493466647643202
0x7f6d4d449a366a86bbbc82c0dfe9d776b1115f1e,9352.89523222359334008
0x812be5ff5249e7599d889ba841abb1f280267559,89465.080864682144182069
0x8178c9e76fbc57bee7ec6042d137d3ddba08e786,6494.777939455198176016
0x8254925ce4ce17cf2bd0a666947d606184e45332,59.661732019221122825
0x833a4a119c1195b4ac1c7f1471152de8b65a3ef5,53617.284311364164981353
0x83cf51a12258848540e862d1ab8b2fe05518f716,1973749.749184599818239067
0x850f385b6938c981f1d9375ccd39a570e919c59d,6853.011467658784120032
0x85d382c1915cd79e85eda89231f2bdd130c31d0d,5501.063397829652817175
0x869aa177e5d098de56fcc0fc63d606f51181dd5d,23742.915597950902757474
0x88db7c620a726bf06005f9c602a90fc0228bb02f,0.433139883936127231
0x8bb8fc2ae445630485394929aecf09386cf68389,48429.54458972785260692
0x8bc493dfdf7820facfc68c251b26bd7a888dd39e,4713.474762691814083083
0x8ebb3b44fba4a542592ffc3cf943418a7cffa48e,5868.446679883467934864
0x8fa9f506fad272213c65cb6614020e32f97be5ba,2304.057783935230365225
0x90036c2f2c4cf5958eb0a9a841aaeb734e786516,1036.867843528955071756
0x98f9e694c17aece8e4697389d3c340d6ad823ffc,1200796.415810629848288329
0x995904e6f933152b0ee9b212a4f52a9c1539af18,1973.210629687866895998
0x99ef7c8572e3b75a9a9106b4128abafb2f1064c1,42194.179246326020353811
0x9f049fd537cf360a7189a82d628475ea654dc425,45619.788573870783923418
0xa2a7baac3ef48bb147a2b996b58063f2c8bc5400,11709.226512267657634043
0xa2c2d9340c5f0d0bd3103838479a04e7ab0a0110,71453.040361389933113579
0xa432aa095ebd5df6c97d386a3ab6722b550e27fa,1507.577223740701782448
0xa64c4fb70111438c717d37b00ac6e1f79ef237d1,443.032257618596230701
0xa71b272556c04106fe9c65166e17df7f2f1faefe,3295.185950254387509062
0xa74b66e7e5bbb2f5b2114cb79add40b260c5c671,372.524328714546679391
0xaa0bd73e75aeef544d80df25790ba307aeea7c08,306686.304091132758358556
0xac3490e67dfaf44c9de4e523539cc73252c34739,0.925843073752031976
0xaff8be3b36c11f69bea6f1ea2cff240f8d9dade7,8003.371352973122349849
0xb07594671b8742e381ca079045fcb9e435df7efd,774.743623580348609611
0xb07cf33480c4d8f44a8722fb29b3c944bd1a08b5,556878.93258781750752163
0xb2d9d17193986064e1072cca7489da228631e74c,53579.821354620877367746
0xb46d1469289e5c332eb329b3196f18ede3801968,420614.046197871497883982
